Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
210527,2021,12/08/2021,Bridgeport,315 ALEXANDER AVE #317,209870.00,350000.00,0.5996,Residential,Single Family,,,,POINT (-73.215522996 41.201417014)
211219,2021,08/16/2022,Bristol,75 ROSEMONT AVE,148820.00,330000.00,0.4509,Residential,Single Family,,,,POINT (-72.935890971 41.663408993)
210531,2021,02/15/2022,New Britain,96 CORBIN AVE,78330.00,179950.00,0.4352,Residential,Single Family,,,,POINT (-72.791930024 41.647822006)
211066,2021,03/02/2022,Bridgeport,46 DANIEL DRIVE,168270.00,355000.00,0.474,Residential,Single Family,,,,POINT (-73.234861974 41.224228992)
210182,2021,05/13/2022,Ellington,1 ABBOTT RD 45,75510.00,155000.00,0.4871,Residential,Condo,,,,POINT (-72.496641023 41.870021984)
211273,2021,08/26/2022,Bristol,50 CHAPEL ST,153230.00,241500.00,0.634492754,Residential,Single Family,01 - Family,,,POINT (-72.97630197 41.711981996)
211644,2021,05/31/2022,Bridgeport,323 HARRAL AVE,43810.00,90000.00,0.4867,Vacant Land,,15 - Government Agency,,,POINT (-73.198324165 41.181701901)
210264,2021,06/01/2022,Ledyard,76 VINEGAR HILL RD,186270.00,310000.00,0.6008,Residential,Single Family,,,,POINT (-72.048229991 41.42936702)
210257,2021,12/07/2021,New Britain,2005 CORBIN AVE,128870.00,535614.00,0.240602374,Commercial,,25 - Other,,SOLD WITH 2233 CORBIN AVE - #210256,POINT (-72.801675998 41.684546015)
210194,2021,07/15/2022,Litchfield,422 BANTAM LAKE RD,123770.00,276500.00,0.4476,Residential,Single Family,,,,POINT (-73.236439029 41.710697008)
211333,2021,08/02/2022,Danbury,43 OLYMPIC DR,207500.00,575000.00,0.3608,Residential,Single Family,,F21008,,POINT (-73.481962994 41.354836017)
210439,2021,12/27/2021,Danbury,34 FEDERAL RD,400200.00,900000.00,0.4446,Commercial,,,K12150,,POINT (-73.432030991 41.402924001)
211175,2021,08/02/2022,Bristol,"40 MATTHEWS ST., #34A",36280.00,75000.00,0.4837,Residential,Single Family,25 - Other,TRAILER - CAN NOT JUSTIFY SALES PRICE,,POINT (-72.955384009 41.683312995)
210088,2021,04/11/2022,Brooklyn,370 TRIPP HOLLOW RD,211600.00,310000.00,0.6825,Residential,Single Family,,,,POINT (-71.98585698 41.754811006)
2121330,2021,09/07/2022,Ansonia,55 GROVE ST,87500.00,240000.00,0.3645,Residential,Single Family,,,,POINT (-73.087021966 41.341694995)
21000137,2021,05/17/2022,Granby,55 NORTHWOODS RD,277690.00,649900.00,0.4272,Residential,Single Family,,,,POINT (-72.857140979 42.030949999)
210048,2021,11/08/2021,Ledyard,42 RICHARD RD,145250.00,283000.00,0.5132,Residential,Single Family,,,,POINT (-72.080768036 41.418467989)
2100048,2021,10/22/2021,Naugatuck,1083 ANDREW MOUNTAIN ROAD,200460.00,390000.00,0.514,Residential,Single Family,,,,POINT (-73.09715904 41.481031981)
210336,2021,04/07/2022,Branford,14 LANPHIERS COVE CAMP,68400.00,208100.00,0.3286,Residential,Single Family,,COTTAGE ONLY/LAND PART OF ASSOCIATION,,POINT (-72.832004993 41.258918001)
210023,2021,10/28/2021,Essex,30 WEST AVE,938900.00,2650000.00,0.3543,Residential,Single Family,,,,POINT (-72.395707989 41.353364993)
210041,2021,10/08/2021,Bristol,290 RAMBLER ST,121100.00,250000.00,0.4844,Residential,Single Family,,,,POINT (-72.898873972 41.707571019)
211098,2021,07/11/2022,Bristol,69 NEW ST,160510.00,315000.00,0.5095,Residential,Three Family,03 - Inter Corporation,,,POINT (-72.916099035 41.675603991)
210030,2021,11/03/2021,East Hampton,135 WEST HIGH ST,116900.00,210000.00,0.5566,Residential,Single Family,,,,POINT (-72.523830995 41.571719019)
210232,2021,05/09/2022,Ledyard,14 OVERLOOK RD,186550.00,310000.00,0.6017,Residential,Single Family,,,,POINT (-72.062118972 41.455333988)
2100526,2021,07/11/2022,Naugatuck,1069 ANDREW MOUNTAIN RD,217680.00,575000.00,0.3785,Residential,Single Family,,,,POINT (-73.097515019 41.478882987)
2100112,2021,08/16/2022,Marlborough,17 DEER RUN,202500.00,220000.00,0.9204,Residential,Single Family,,,,POINT (-72.467124989 41.649092995)
210255,2021,12/10/2021,Hamden,202 BELDEN RD,108150.00,235000.00,0.4602,Residential,Single Family,,,,POINT (-72.950495013 41.354379999)
210318,2021,06/23/2022,New Canaan,32 OAK GROVE PL,543200.00,1475000.00,0.3682,Residential,Two Family,,,,POINT (-73.49471497 41.135109999)
210741,2021,05/16/2022,Hamden,4 DANTE PL,123130.00,42500.00,2.8971,Residential,Single Family,01 - Family,FAMILY SALE,,POINT (-72.935472966 41.352494993)
21178,2021,07/01/2022,East Haddam,60 ALGER RD,123690.00,193000.00,0.6408,Residential,Single Family,,,,POINT (-72.430907959 41.486645006)
2100025,2021,03/22/2022,Hampton,653 PUDDING HILL RD,123410.00,356500.00,0.3461,Residential,Single Family,,,,POINT (-72.068271959 41.743149013)
210042,2021,03/14/2022,Goshen,24 STONEBRIDGE LANE,256200.00,580000.00,0.4417,Residential,Single Family,,,,POINT (-73.235673007 41.882333994)
211032,2021,07/20/2022,New Britain,1568 STANLEY ST,102760.00,201100.00,0.5109,Residential,Single Family,,,,POINT (-72.770996975 41.688981006)
210875,2021,05/16/2022,Bristol,176 GRIDLEY ST,138460.00,355000.00,0.390028169,Residential,Three Family,,,,POINT (-72.954767017 41.667610003)
211185,2021,09/09/2022,New Britain,126-2001G BIRUTA ST,24850.00,94500.00,0.2629,Residential,Condo,,,,POINT (-72.792604013 41.681628987)
210132,2021,02/01/2022,Berlin,59 WALDEN CT,274800.00,550000.00,0.4996,Residential,Single Family,,,,POINT (-72.741354961 41.613130021)
210198,2021,11/16/2021,Bristol,59 HANNAH ST,109830.00,174000.00,0.6312,Residential,Single Family,,,,POINT (-72.906797972 41.701155008)
210005,2021,10/05/2021,Mansfield,6 VALLEY VIEW DR,100900.00,165995.00,0.6078,Residential,Single Family,07 - Change in Property,NEW UNIT - SUN COMMUNITIES MH PARK,,POINT (-72.275622029 41.820098949)
210313,2021,06/22/2022,New Canaan,88 ARROWHEAD TR,956900.00,1925000.00,0.497,Residential,Single Family,,,,POINT (-73.523413014 41.145042009)
210006,2021,10/04/2021,Danbury,81-95 PARK AV 207 & CP16,106800.00,271000.00,0.394,Residential,Condo,25 - Other,2 PARCELS SOLD TOGETHER / H15124-134,,POINT (-73.464338031 41.384611009)
210317,2021,06/07/2022,Killingly,98 NORTH ST,90790.00,230000.00,0.39473913,Residential,Single Family,,,,POINT (-71.880455973 41.815162009)
210927,2021,05/04/2022,Danbury,11 DOWNS ST,161200.00,450000.00,0.3582,Residential,Two Family,,H12165,,POINT (-73.460714032 41.403622004)
2121095,2021,01/03/2022,Ansonia,7 BERKSHIRE RD,116200.00,204000.00,0.5696,Residential,Single Family,,,,POINT (-73.069039012 41.340064002)
21160,2021,10/18/2021,Guilford,106 SHORE DR,151910.00,379000.00,0.4008,Residential,Single Family,07 - Change in Property,,,POINT (-72.726690989 41.334051998)
21076,2021,01/26/2022,East Haddam,8 HIGHLAND AVE,124440.00,255000.00,0.488,Residential,Single Family,,,,POINT (-72.457143987 41.495106999)
211544,2021,05/11/2022,Bridgeport,68 SIMMS ST,7941540.00,75000.00,105.8872,Commercial,,08 - Part Interest,COOP ( SEASIDE VILLAGE HOMES INC),,POINT (-73.199808099 41.166001967)
2100227,2021,01/21/2022,Naugatuck,461 SPRING ST #E3,51070.00,130000.00,0.3928,Residential,Condo,,,,POINT (-73.057540969 41.511073015)
2100121,2021,09/01/2022,Marlborough,23 MILLSTONE DR,190960.00,380000.00,0.5025,Residential,Single Family,,,,POINT (-72.427274991 41.603363008)
211116,2021,06/14/2022,Danbury,103 BRENTWOOD CI,18200.00,704332.00,0.0258,Residential,Condo,07 - Change in Property,NEW CONSTRUCTION / B16001-45,,POINT (-73.524586498 41.384750526)
210207,2021,08/17/2022,Litchfield,67 HART DR,110780.00,220000.00,0.5035,Residential,Single Family,,,,POINT (-73.151022994 41.782649989)
2100156,2021,03/17/2022,Madison,20 HICKORY LN,204200.00,345000.00,0.5918,Residential,Single Family,,,,POINT (-72.653575983 41.354122004)
210114,2021,05/19/2022,Brooklyn,52 WOLF DEN RD,197300.00,359900.00,0.5482,Residential,Single Family,,,,POINT (-71.953706806 41.788932085)
21473,2021,07/28/2022,Farmington,31 LITCHFIELD ROAD,190820.00,365000.00,0.5227,Residential,Single Family,,,,POINT (-72.894214975 41.740116985)
210138,2021,04/14/2022,Litchfield,74 NORTH ST,376860.00,1800000.00,0.209366667,Residential,Single Family,07 - Change in Property,,"PER MLS COMPLETELY RENOVATED, MODERN KITCHEN AND BATHS",POINT (-73.189849981 41.749857008)
21077,2021,01/18/2022,Burlington,4 HIGHWOOD CROSSING,459970.00,607000.00,0.7577,Residential,Single Family,,FORECLOSURE EARLIER,,POINT (-72.909295025 41.76921602)
21163,2021,06/30/2022,Burlington,19 BITTERSWEET LN,170520.00,287000.00,0.5941,Residential,Single Family,,,,POINT (-72.954673978 41.721773987)
210358,2021,01/28/2022,Fairfield,249 YORK ROAD,335020.00,514500.00,0.6511,Residential,Single Family,,,,POINT (-73.236895005 41.174587003)
21548,2021,09/08/2022,Farmington,4 SACHEM CT,9268.00,641000.00,0.0144,Residential,Single Family,07 - Change in Property,NC NSFD 2021 FF ONLY,,POINT (-72.83774 41.71291)
210159,2021,05/12/2022,Coventry,512 LAUREL TR,110500.00,179000.00,0.6173,Residential,Single Family,,,,POINT (-72.334439965 41.779907011)
210197,2021,02/22/2022,Harwinton,35 ROCKY RD WEST,335230.00,567000.00,0.5912,Residential,Single Family,,,,POINT (-73.041945013 41.717671003)
210052,2021,10/13/2021,Danbury,30 OLD RIDGEBURY RD,5408600.00,7957000.00,0.6797,Commercial,,,C15020,,POINT (-73.514520989 41.386509007)
210370,2021,09/15/2022,Berlin,294 MOORELAND RD,283700.00,590000.00,0.4808,Residential,Single Family,,,,POINT (-72.792890003 41.635003016)
211160,2021,06/23/2022,Danbury,123 WEST ST,172400.00,360000.00,0.4788,Commercial,,,H14141,,POINT (-73.462041977 41.393386988)
21000034,2021,11/15/2021,Granby,26 BUSHY HILL RD,268240.00,475000.00,0.5647,Residential,Single Family,,,,POINT (-72.810778996 41.955766004)
210665,2021,02/23/2022,Danbury,1 MOSS AV & 147 WHITE ST,804700.00,791500.00,1.0166,Commercial,,25 - Other,2 PARCELS TOGETHER / I13266 & I13267,,POINT (-73.448040007 41.399150007)
210317,2021,12/16/2021,Bristol,74 GREAT PYRENEES WAY,178130.00,430000.00,0.4142,Residential,Single Family,07 - Change in Property,,,POINT (-72.966907292 41.714381118)
211140,2021,07/21/2022,Bristol,658 STAFFORD AVE,375620.00,655000.00,0.5734,Commercial,,,,,POINT (-72.90743902 41.694506985)
21000055,2021,12/21/2021,Granby,29 SHEPHERDS WAY,115990.00,167000.00,0.6945,Vacant Land,,,,,POINT (-72.830390973 41.966770018)
210304,2021,09/28/2022,Clinton,17 HIGH ST,262274.00,500000.00,0.5245,Commercial,,25 - Other,NOT ON OPEN MARKET,,POINT (-72.526723003 41.279665013)
2100127,2021,03/15/2022,New Fairfield,2 WOODRIDGE LN,350900.00,661973.00,0.53,Residential,Single Family,,,,POINT (-73.475442041 41.454244005)
210002,2021,10/05/2021,Bolton,10 KIM RD,260200.00,450000.00,0.5782,Residential,Single Family,,,,POINT (-72.42302897 41.745206016)
210054,2021,02/28/2022,East Granby,9 STARK DRIVE,140500.00,235000.00,0.5978,Residential,Single Family,,,,POINT (-72.736504019 41.901921999)
210006,2021,10/01/2021,Bridgeport,109 LUTHER ST,169930.00,300000.00,0.5664,Residential,Single Family,,,,POINT (-73.215818961 41.220898987)
210223,2021,09/26/2022,Litchfield,102 CAMP DUTTON RD,271920.00,650000.00,0.4183,Residential,Single Family,,,,POINT (-73.173883964 41.733581993)
210829,2021,05/04/2022,Bristol,"1469 FARMINGTON AV., #23G",77560.00,185000.00,0.4192,Residential,Condo,,,,POINT (-72.895926979 41.70202002)
210082,2021,01/12/2022,Derby,21-23 ELM ST,101570.00,220000.00,0.4616,Residential,Two Family,,,,POINT (-73.073587033 41.306955987)
210152,2021,05/04/2022,Coventry,74 DALY RD,118700.00,230000.00,0.516,Residential,Single Family,,,,POINT (-72.335066009 41.782974997)
21070,2021,05/24/2022,Durham,276R STAGECOACH RD,341950.00,495000.00,0.690808081,Apartments,,01 - Family,PROPERTY CONTAINS 8 APARTMENTS,,POINT (-72.717543986 41.433633995)
211027,2021,07/19/2022,Hamden,3208 WHITNEY AVE U7C,105490.00,190000.00,0.5552,Residential,Condo,,,,POINT (-72.90217904 41.411855003)
21063,2021,04/07/2022,Lebanon,902 TRUMBULL HWY,143860.00,269150.00,0.5344,Residential,Single Family,,,,POINT (-72.210953996 41.634658017)
211217,2021,07/05/2022,Danbury,6 CARLYLE RD,236800.00,520000.00,0.4553,Residential,Single Family,,I06139,,POINT (-73.44905296 41.438872014)
21180,2021,01/14/2022,Farmington,52 WELLINGTON DR,63960.00,120000.00,0.533,Residential,Condo,,,,POINT (-72.840356365 41.711371809)
210412,2021,08/18/2022,Killingly,523 DANIELLE WAY,132510.00,307000.00,0.4316,Residential,Single Family,,,,POINT (-71.854727972 41.869920018)
21034,2021,12/03/2021,Haddam,19 FIELDSTONE LANE,258240.00,500000.00,0.5164,Residential,Single Family,,,,POINT (-72.560525039 41.436954989)
210035,2021,02/28/2022,Goshen,416 BEACH ST,990.00,150000.00,0.0066,Vacant Land,,28 - Use Assessment,,ALSO SEE #210031,POINT (-73.237757947 41.802420405)
211362,2021,09/20/2022,Bristol,196 GARDEN ST EXT,113540.00,265000.00,0.4284,Residential,Single Family,,,,POINT (-72.896619995 41.679003985)
210058,2021,11/30/2021,Clinton,55 HAMMONASSETT AVE,217366.00,216751.00,1.0028,Residential,Single Family,01 - Family,,,POINT (-72.525357004 41.266730982)
2100146,2021,03/01/2022,Madison,15 WHEATSTONE RD,463800.00,845000.00,0.5488,Residential,Single Family,07 - Change in Property,improved after 10-1-2021,,POINT (-72.652832005 41.339201001)
210072,2021,12/02/2021,Avon,8 CROSSROADS LANE,202060.00,322500.00,0.6265,Residential,Condo,,,,POINT (-72.881431986 41.772273989)
210191,2021,11/22/2021,New Britain,28 FORTRESS ST,78750.00,195000.00,0.4038,Residential,Single Family,,,,POINT (-72.805987984 41.68123399)
210462,2021,06/27/2022,Glastonbury,32 HAMPSHIRE DR,206000.00,374250.00,0.5504,Residential,Single Family,,,,POINT (-72.585394984 41.699254998)
210164,2021,03/02/2022,Cromwell,55 EVERGREEN ROAD,209300.00,375000.00,0.5581,Residential,Single Family,,,,POINT (-72.661141992 41.611246984)
210151,2021,11/12/2021,Fairfield,64 LONGFELLOW ROAD,207620.00,350000.00,0.5932,Residential,Single Family,,,,POINT (-73.231527988 41.170039988)
210018,2021,10/06/2021,Middletown,507 CAMBRIDGE COMMONS,114280.00,205000.00,0.5574,Residential,Condo,,,,POINT (-72.696492794 41.599581458)
211185,2021,03/21/2022,Bridgeport,115 CAROLINE ST #117,108740.00,280000.00,0.3883,Residential,Two Family,,,,POINT (-73.176990968 41.188605987)
211264,2021,09/19/2022,Hamden,85 VERNON ST,150780.00,220000.00,0.6853,Residential,Single Family,,,,POINT (-72.903674037 41.391218003)
210101,2021,01/21/2022,Mansfield,28 OLD WOOD RD,99300.00,151995.00,0.6533,Residential,Single Family,,SUN ROLLING HILLS LLC MH PARK 55+,,POINT (-72.274376001 41.821160015)
21057,2021,11/08/2021,Guilford,130 LAKESIDE DR,250420.00,425000.00,0.5892,Residential,Single Family,,,,POINT (-72.683526032 41.335338997)
210321,2021,12/17/2021,New Britain,114 ODONNELL RD,82810.00,160000.00,0.5175,Residential,Single Family,,,,POINT (-72.781487011 41.704340005)
21310,2021,06/30/2022,Darien,80 GOODWIVES RIVER RD,2110500.00,4100000.00,0.514756098,Residential,Single Family,,,,POINT (-73.475911009 41.061954005)
210158,2021,04/25/2022,Derby,127 PARK AVE,170800.00,319000.00,0.5354,Residential,Two Family,,,,POINT (-73.102778016 41.328624003)
210045,2021,10/19/2021,Middletown,65 MINER ST,169270.00,300000.00,0.5642,Residential,Single Family,,,,POINT (-72.704418009 41.580823987)
21317,2021,07/05/2022,Darien,19 REVERE ROAD,1907990.00,2724800.00,0.7002,Residential,Single Family,,,,POINT (-73.492258989 41.080442011)
210363,2021,11/17/2021,Bridgeport,535 PARK ST #537,169390.00,350000.00,0.4839,Residential,Three Family,,,,POINT (-73.183074972 41.194762998)
210208,2021,11/18/2021,Bristol,705 LAKE AVE UN 22,82460.00,158000.00,0.5218,Residential,Condo,,,,POINT (-72.92236501 41.647011014)
210095,2021,01/31/2022,East Windsor,8E PASCO DR,92810.00,187000.00,0.4963,Commercial,,,,,POINT (-72.612491724 41.908561138)
210148,2021,04/11/2022,Derby,80 HILLCREST AVE,140140.00,285000.00,0.4917,Residential,Single Family,,,,POINT (-73.06393502 41.321771001)
218361,2021,07/29/2022,Middletown,299 INDUSTRIAL PARK RD,863790.00,1795000.00,0.4812,Commercial,,,,,POINT (-72.714019982 41.591858008)
210054,2021,10/07/2021,Bridgeport,390 CHARLES ST UNIT #208,72020.00,154500.00,0.466148867,Residential,Condo,,,,POINT (-73.203199 41.194069018)
210062,2021,03/07/2022,Easton,90 MARSH ROAD,407260.00,420000.00,0.9696,Residential,Single Family,14 - Foreclosure,,,POINT (-73.258565996 41.237370014)
21087,2021,08/11/2022,Goshen,104 SHERBROOK DR,151140.00,244485.00,0.6181,Residential,Single Family,,,,POINT (-73.24060802 41.806173004)
210289,2021,12/14/2021,New Britain,313 HIGH ST,129850.00,441400.00,0.2941,Apartments,,,,,POINT (-72.786341977 41.676543016)
210035,2021,11/30/2021,Brooklyn,333 ALLEN HILL RD,114400.00,260000.00,0.44,Residential,Single Family,,,,POINT (-71.921883026 41.780209011)
2100001,2021,10/21/2021,Hampton,91 BENNETT DR,206930.00,327000.00,0.6328,Residential,Single Family,,,,POINT (-72.052295968 41.745995005)
210095,2021,02/02/2022,Litchfield,159 CAMPVILLE RD,41860.00,65000.00,0.644,Vacant Land,,,,,POINT (-73.094560691 41.712548932)
21079,2021,07/21/2022,Canterbury,276 COLBURN RD,216300.00,525000.00,0.412,Residential,Single Family,,,,POINT (-72.041002024 41.728967001)
210432,2021,09/01/2022,Avon,79 MORAVIA ROAD,189250.00,351800.00,0.5379,Residential,Single Family,,,,POINT (-72.850067994 41.816947983)
210203,2021,10/29/2021,Bridgeport,45 PALMER ST,149500.00,248750.00,0.601,Residential,Single Family,,,,POINT (-73.203266977 41.21660498)
21067,2021,11/01/2021,Farmington,60 BRADFORD WALK,293830.00,480000.00,0.6121,Residential,Condo,,,,POINT (-72.774574036 41.715961011)
210268,2021,09/12/2022,Coventry,207 STANDISH RD,228900.00,419000.00,0.5463,Residential,Single Family,,AND 28-3/28 STAYE RD,,POINT (-72.33140404 41.779071)
210040,2021,03/29/2022,Bethlehem,121 WEEKEEPEEMEE RD,160800.00,285000.00,0.5642,Residential,Single Family,,,,POINT (-73.224232967 41.615623008)
210373,2021,09/30/2022,Cromwell,23 MARGO COURT,92260.00,226500.00,0.4073,Residential,Condo,,,,POINT (-72.686204972 41.606737017)
210675,2021,01/10/2022,Middletown,122 NEWFIELD ST #3A,149070.00,254900.00,0.5848,Residential,Condo,,,,POINT (-72.666742025 41.563671008)
210067,2021,12/22/2021,Coventry,60 SOUTH RIVER RD,144300.00,270000.00,0.5344,Residential,Single Family,,,,POINT (-72.355363039 41.790521015)
210788,2021,03/07/2022,Middletown,29 RENO DR,210610.00,380000.00,0.5542,Residential,Single Family,,,,POINT (-72.63946396 41.532000993)
210113,2021,05/13/2022,Canton,7 MEADOWVIEW COURT,200990.00,325000.00,0.618430769,Residential,Condo,,,,POINT (-72.897953332 41.820040473)
211111,2021,07/13/2022,Bristol,1320 STAFFORD AVE,130450.00,250000.00,0.5218,Residential,Single Family,,,,POINT (-72.913033018 41.711936985)
210552,2021,01/27/2022,Danbury,43 SADDLE ROCK RD,290200.00,490900.00,0.5911,Residential,Single Family,,E08016,,POINT (-73.496683041 41.42508898)
21235,2021,05/17/2022,Darien,23 KENSETT LANE,1265320.00,2001000.00,0.632343828,Residential,Condo,,,,POINT (-73.510760096 41.097164181)
210099,2021,12/30/2021,Berlin,268 STONY MILL LN,151000.00,293000.00,0.5153,Residential,Condo,,,,POINT (-72.723173021 41.616929998)
210028,2021,11/15/2021,Litchfield,37 WOODRUFF ST,165830.00,550000.00,0.301509091,Residential,Single Family,07 - Change in Property,,"PER MLS RENOVATED KITCHEN AND ABTHS, 1.5 BATHS, CENTRAL A/C",POINT (-73.19280896 41.743565007)
210016,2021,10/21/2021,Derby,24 EC BROOKSIDE COMMONS,96880.00,200000.00,0.4844,Residential,Condo,,,,POINT (-73.061707977 41.309498972)
210750,2021,02/14/2022,Middletown,40 TRYON ST,145340.00,265000.00,0.5484,Residential,Single Family,,,,POINT (-72.630146971 41.545682983)
210541,2021,06/27/2022,East Windsor,1 NAPOLEON DR,212640.00,465000.00,0.4572,Residential,Single Family,,,,POINT (-72.560607014 41.893721019)
210120,2021,10/29/2021,Bristol,33 LAKESIDE DR UN 39,72520.00,69000.00,1.051014493,Residential,Condo,,,NO MLS,POINT (-72.924476998 41.653833004)
2000448,2020,06/17/2021,Wethersfield,938 RIDGE RD,158870.00,315000.00,0.5043,Residential,Single Family,,,,
210474,2021,01/04/2022,Danbury,37 AUNT HACK,372200.00,695000.00,0.5355,Residential,Single Family,,C13018,,POINT (-73.514804967 41.401912012)
210194,2021,03/18/2022,Bloomfield,62 SUTTON PLACE,52780.00,135000.00,0.3909,Residential,Condo,,,,POINT (-72.705598674 41.824313352)
2100262,2021,02/08/2022,Naugatuck,69 RIDGE RD #6,55800.00,110000.00,0.5072,Residential,Condo,,,,POINT (-73.064749992 41.509794985)
210101,2021,06/07/2022,Easton,10 SILVER HILL ROAD,459480.00,959000.00,0.4791,Residential,Single Family,,,,POINT (-73.302877011 41.27705799)
